source,source_product_id,source_sku,name,price,currency,image_url,description,detail,product_url,category_path,scraped_at,raw
seoudi,8998811,8445291613652,Maison Perrier Sparkling Drink Raspberry Flavor - 330 ml,109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/4/8445291613652.jpg,,,https://seoudisupermarket.com/en/maison-perrier-sparkling-drink-raspberry-flavor-330-ml,Sparkling Water,2026-06-09T12:38:09.819179+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8998808,8445291613553,Maison Perrier Sparkling Drink Cherry Flavor - 330 ml,109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/4/8445291613553.jpg,,,https://seoudisupermarket.com/en/maison-perrier-sparkling-drink-cherry-flavor-330-ml,Sparkling Water,2026-06-09T12:38:09.819244+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987739,0761742949032,"Waterkind Sparkling Strawberry Water, 250 ml - Pack of 4",155.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742949032.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-strawberry-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:38:09.819276+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987736,0761742146592,"Waterkind Natural Sparkling Water, 250 ml - Pack of 4",77.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742146592.jpg,,,https://seoudisupermarket.com/en/waterkind-natural-sparkling-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:38:09.819302+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987718,0761742146523,Waterkind Sparkling Strawberry Water - 250 ml,39.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742146523.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-strawberry-water-250-ml,Sparkling Water,2026-06-09T12:38:09.819327+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987715,0721688842934,"Waterkind Sparkling Water, 250 ml - Pack of 4",155.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/2/721688842934.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:38:09.819352+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8985901,6224009169894,"Puvana Natural Water, 600 ml - Pack of 30",184.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/w/h/whatsapp_image_2026-04-21_at_15.40.40_1_copy.jpg,,,https://seoudisupermarket.com/en/puvana-natural-water-600-ml-pack-of-30,Water,2026-06-09T12:38:09.819385+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8985898,6224009169863,"Puvana Natural Water, 330 ml - Pack of 40",209.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/w/h/whatsapp_image_2026-04-21_at_15.40.40_copy.jpg,,,https://seoudisupermarket.com/en/puvana-natural-water-330-ml-pack-of-40,Water,2026-06-09T12:38:09.819417+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947335,6224001574542,Zee Sparkling Water - 330 ml,24.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224001574542.jpg,,,https://seoudisupermarket.com/en/zee-sparkling-water-330-ml,Sparkling Water,2026-06-09T12:38:09.819440+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947329,0721688842927,Waterkind Sparkling Drink Powder - 10 Sachets,324.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0721688842927.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-drink-powder-10-sachets,Sparkling Water,2026-06-09T12:38:09.819464+00:00,"{""stock_status"": ""IN_STOCK""}"
