source,source_product_id,source_sku,name,price,currency,image_url,description,detail,product_url,category_path,scraped_at,raw
carrefour,604840,,Donlopez Quick Cooking Oat - 500 gram,94.99,EGP,"https://cdn.mafrservices.com/pim-content/EGY/media/product/604840/1730210403/604840_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/oats/donlopez-quick-cooking-oat-500g/p/604840,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420312+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 94.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,522880,,Kellogg's Corn Flakes - 750 gm,343.99,EGP,"https://cdn.mafrservices.com/sys-master-root/he2/h23/10775103537182/522880_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/kellogg-s-corn-falkes-plain-750g/p/522880,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420452+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 343.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,658921,,Mighty Crisp Multigrain Corn and Rice Cake - 106gm,39.5,EGP,"https://cdn.mafrservices.com/pim-content/EGY/media/product/658921/1753873206/658921_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/puffs/mightycrisp-multigrain-chiarice106g/p/658921,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420567+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 39.5, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,517258,,Sante Fit Strawberry and Raspberry Granola - 300 gram,225.5,EGP,"https://cdn.mafrservices.com/sys-master-root/hd3/h43/10072140677150/517258_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/granola/sante-granola-wstraw-rasberry300g/p/517258,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420750+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 225.5, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,19321,,Kellogg's Plain Corn Flakes - 500 gram,266.99,EGP,"https://cdn.mafrservices.com/sys-master-root/hc8/hae/27007500582942/19321_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/kellogg-s-corn-falkes-plain-500g/p/19321,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420848+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 266.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,659083,,Imtenan Corn Flakes - 400gm,95.99,EGP,"https://cdn.mafrservices.com/pim-content/EGY/media/product/659083/1757424307/659083_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/imtnancornflakes-400gm/p/659083,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.420953+00:00,"{""stock"": {""value"": 4, ""stockLevelStatus"": ""lowStock""}, ""marked_price"": 95.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,603815,,Kelloggs Cocopops Filled Chocolate - 350gm,135.99,EGP,"https://cdn.mafrservices.com/sys-master-root/h6c/hd9/47699595460638/603815_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/kelloggs-cocopops-filled-choco350g/p/603815,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.421057+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 149.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,536187,,Sante Go On Protein Granola with Hazelnut Almond and Chocolate - 300 gram,280.5,EGP,"https://cdn.mafrservices.com/sys-master-root/h51/h02/14530504130590/536187_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/granola/go-on-protein-granola-almond-300g/p/536187,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.421159+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 280.5, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,73709,,Temmy's Sweet Flakes Cereal Box - 250 grams,68.5,EGP,"https://cdn.mafrservices.com/sys-master-root/h82/h2e/48744224260126/73709_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/temmy-s-cereal-sweet-flakes-250g/p/73709,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.421256+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 68.5, ""product_type"": ""FOOD"", ""html_embedded"": true}"
carrefour,169793,,Temmy's Honey Pops - 375 gm,99.99,EGP,"https://cdn.mafrservices.com/sys-master-root/ha0/hea/48744146075678/169793_main.jpg?im=Resize=(300,300)",,,https://www.carrefouregypt.com/mafegy/en/corn-flakes/temmy-s-cereal-honey-pops-375g/p/169793,Food Cupboard > Breakfast Cereals & Bars,2026-06-09T15:42:34.421354+00:00,"{""stock"": {""stockLevelStatus"": ""inStock""}, ""marked_price"": 99.99, ""product_type"": ""FOOD"", ""html_embedded"": true}"
