source,source_product_id,source_sku,name,price,currency,image_url,description,detail,product_url,category_path,scraped_at,raw
seoudi,8998811,8445291613652,Maison Perrier Sparkling Drink Raspberry Flavor - 330 ml,109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/4/8445291613652.jpg,,,https://seoudisupermarket.com/en/maison-perrier-sparkling-drink-raspberry-flavor-330-ml,Sparkling Water,2026-06-09T12:45:54.317247+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8998808,8445291613553,Maison Perrier Sparkling Drink Cherry Flavor - 330 ml,109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/4/8445291613553.jpg,,,https://seoudisupermarket.com/en/maison-perrier-sparkling-drink-cherry-flavor-330-ml,Sparkling Water,2026-06-09T12:45:54.317316+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987739,0761742949032,"Waterkind Sparkling Strawberry Water, 250 ml - Pack of 4",155.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742949032.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-strawberry-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:45:54.317353+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987736,0761742146592,"Waterkind Natural Sparkling Water, 250 ml - Pack of 4",77.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742146592.jpg,,,https://seoudisupermarket.com/en/waterkind-natural-sparkling-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:45:54.317384+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987718,0761742146523,Waterkind Sparkling Strawberry Water - 250 ml,39.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/6/761742146523.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-strawberry-water-250-ml,Sparkling Water,2026-06-09T12:45:54.317412+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8987715,0721688842934,"Waterkind Sparkling Water, 250 ml - Pack of 4",155.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/2/721688842934.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-water-250-ml-pack-of-4,Sparkling Water,2026-06-09T12:45:54.317440+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8985901,6224009169894,"Puvana Natural Water, 600 ml - Pack of 30",184.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/w/h/whatsapp_image_2026-04-21_at_15.40.40_1_copy.jpg,,,https://seoudisupermarket.com/en/puvana-natural-water-600-ml-pack-of-30,Water,2026-06-09T12:45:54.317478+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8985898,6224009169863,"Puvana Natural Water, 330 ml - Pack of 40",209.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/w/h/whatsapp_image_2026-04-21_at_15.40.40_copy.jpg,,,https://seoudisupermarket.com/en/puvana-natural-water-330-ml-pack-of-40,Water,2026-06-09T12:45:54.317515+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947335,6224001574542,Zee Sparkling Water - 330 ml,24.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224001574542.jpg,,,https://seoudisupermarket.com/en/zee-sparkling-water-330-ml,Sparkling Water,2026-06-09T12:45:54.317541+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947329,0721688842927,Waterkind Sparkling Drink Powder - 10 Sachets,324.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0721688842927.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-drink-powder-10-sachets,Sparkling Water,2026-06-09T12:45:54.317569+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947326,0721688842910,Waterkind Sparkling Water Sugar Free - 250 ml,19.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0721688842910.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-water-sugar-free-250-ml,Sparkling Water,2026-06-09T12:45:54.317597+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8947323,0721688842903,Waterkind Sparkling Lemon Drink - 10 Sachets,324.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0721688842903.jpg,,,https://seoudisupermarket.com/en/waterkind-sparkling-lemon-drink-10-sachets,Sparkling Water,2026-06-09T12:45:54.317624+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8944729,8020141205005,Sant’Anna Sparkling Natural Water - 500 ml,89.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/8/0/8020141205005.jpg,,,https://seoudisupermarket.com/en/sant’anna-sparkling-natural-water-500-ml,Natural Water,2026-06-09T12:45:54.317687+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8869443,6225000467248,"O Natural Water, 1.5 Liters - 12 Pieces",109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000467248.jpg,,,https://seoudisupermarket.com/en/o-natural-water-1-5-liters-12-pieces,Natural Water,2026-06-09T12:45:54.317716+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8869437,6225000467231,"O Natural Water, 600 ml - 20 Pieces",109.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000467231.jpg,,,https://seoudisupermarket.com/en/o-natural-water-600-ml-20-pieces,Natural Water,2026-06-09T12:45:54.317742+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8869434,6225000467224,O Natural Water - 1.5 Liters,9.75,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000467224.jpg,,,https://seoudisupermarket.com/en/o-natural-water-1-5-liters,Natural Water,2026-06-09T12:45:54.317768+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8869431,6225000467217,O Natural Water - 600 ml,5.75,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6225000467217.jpg,,,https://seoudisupermarket.com/en/o-natural-water-600-ml,Natural Water,2026-06-09T12:45:54.317792+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8796828,3057640406843,Volvic Sparkling Water with Strawberry Flavor - 750 ml,190.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/3/0/3057640406843.jpg,,,https://seoudisupermarket.com/en/volvic-sparkling-water-with-strawberry-flavor-750-ml,Sparkling Water,2026-06-09T12:45:54.317821+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8686245,721688842941,Water Kind Sparkling Water - 250 ml,39.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/2/721688842941.jpg,,,https://seoudisupermarket.com/en/water-kind-sparkling-water-250-ml,Sparkling Water,2026-06-09T12:45:54.317848+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664621,5060605060644,Fever-Tree Mexican Tonic Water - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060605060644.jpg,,,https://seoudisupermarket.com/en/fever-tree-mexican-tonic-water-200-ml,Water,2026-06-09T12:45:54.317873+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664615,5060108450843,Fever-Tree Elderflower Tonic Water - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060108450843.jpg,,,https://seoudisupermarket.com/en/fever-tree-elderflower-tonic-water-200-ml,Water,2026-06-09T12:45:54.317916+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664612,5060108450508,Fever-Tree Mediterranean Tonic Water - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060108450508.jpg,,,https://seoudisupermarket.com/en/fever-tree-mediterranean-tonic-water-200-ml,Water,2026-06-09T12:45:54.317942+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664609,5060108450348,Fever-Tree Ginger Tonic Water - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060108450348.jpg,,,https://seoudisupermarket.com/en/fever-tree-ginger-tonic-water-200-ml,Water,2026-06-09T12:45:54.317968+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664606,5060108450089,Fever-Tree Ginger Ale - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060108450089.jpg,,,https://seoudisupermarket.com/en/fever-tree-ginger-ale-200-ml,Water,2026-06-09T12:45:54.317992+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8664603,5060108450003,Fever-Tree Indian Tonic Water - 200 ml,69.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/5/0/5060108450003.jpg,,,https://seoudisupermarket.com/en/fever-tree-indian-tonic-water-200-ml,Water,2026-06-09T12:45:54.318017+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8603686,6224003679047,F2O Sparkling Water with Lemon & Mint - 275 ml,24.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224003679047.jpg,,,https://seoudisupermarket.com/en/f2o-sparkling-water-with-lemon-and-mint-275-ml,Sparkling Water,2026-06-09T12:45:54.318045+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8603683,6224003679030,F2O Sparkling Water with Peach - 275 ml,24.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224003679030.jpg,,,https://seoudisupermarket.com/en/f2o-sparkling-water-with-peach-275-ml,Sparkling Water,2026-06-09T12:45:54.318072+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8603680,6224003679023,F2O Sparkling Water with Apple - 275 ml,24.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224003679023.jpg,,,https://seoudisupermarket.com/en/f2o-sparkling-water-with-apple-275-ml,Sparkling Water,2026-06-09T12:45:54.318101+00:00,"{""stock_status"": ""IN_STOCK""}"
seoudi,8603677,6224003679016,F2O Sparkling Water - 275 ml,22.95,EGP,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224003679016.jpg,,,https://seoudisupermarket.com/en/f2o-sparkling-water-275-ml,Sparkling Water,2026-06-09T12:45:54.318128+00:00,"{""stock_status"": ""IN_STOCK""}"
