source,source_product_id,source_sku,name,price,currency,image_url,description,detail,product_url,category_path,scraped_at,raw
hyperone,230996,2030300009715,Tornado Split Air Conditioner - 2.25HP - Cooling Only - Super Jet Function - White - TH-C18BEE,34065.001201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009715.jpg,,,https://www.hyperone.com.eg/en/th-c18bee-2-25-2030300009715,Cooling,2026-06-09T14:21:59.795121+00:00,"{""uid"": ""MjMwOTk2""}"
hyperone,231002,2030300010858,Tornado Split Air Conditioner - 3 HP - Cooling & Heating - Jet Function - White - TY-C24BEE,42984.999601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300010858.jpg,,,https://www.hyperone.com.eg/en/ty-c24bee-3-2030300010858,Cooling & Heating,2026-06-09T14:21:59.795188+00:00,"{""uid"": ""MjMxMDAy""}"
hyperone,258524,2030300013330,Sharp Split Air Conditioner - 4HP - Cooling & Heating - Inverter Technology - White - AY-X30ZHT,85230.002401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300013330.jpg,,,https://www.hyperone.com.eg/en/ay-x30zht-4-2030300013330,Cooling & Heating,2026-06-09T14:21:59.795224+00:00,"{""uid"": ""MjU4NTI0""}"
hyperone,258521,2030300013248,Tornado Split Air Conditioner - 3HP - Cooling & Heating - Inverter Technology - White - TY-VX24BEE,52529.991601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300013248.jpg,,,https://www.hyperone.com.eg/en/ty-vx24bee-3-2030300013248,Cooling & Heating,2026-06-09T14:21:59.795289+00:00,"{""uid"": ""MjU4NTIx""}"
hyperone,248990,2030300011206,Tornado Split Air Conditioner - 1.5 HP - Cooling & Heating - Inverter Technology - White - TY-VX12BEE,31799.000401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300011206.jpg,,,https://www.hyperone.com.eg/en/ty-vx12bee-1-5-2030300011206,Cooling & Heating,2026-06-09T14:21:59.795331+00:00,"{""uid"": ""MjQ4OTkw""}"
hyperone,255770,2030300013200,Sharp Split Air Conditioner - 2.25 HP - Cooling & Heating - Plasma Cluster Technology - White - AY-XP18BHE,56250.005401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300013200.jpg,,,https://www.hyperone.com.eg/en/ay-xp18bhe-2-25-2030300013200,Cooling & Heating,2026-06-09T14:21:59.795387+00:00,"{""uid"": ""MjU1Nzcw""}"
hyperone,255767,2030300013187,Sharp Split Air Conditioner - 2.25 HP - Cooling Only - Plasmacluster Technology - White - AH-XP18BME,50100.001801,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300013187a.jpg,,,https://www.hyperone.com.eg/en/ah-xp18bme-2-25-2030300013187,Cooling,2026-06-09T14:21:59.795430+00:00,"{""uid"": ""MjU1NzY3""}"
hyperone,230993,2030300009708,Tornado Split Air Conditioner - 1.5 HP - Cooling Only - Super Jet Function - White - TH-C12BEE,23139.993601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009708fy.jpg,,,https://www.hyperone.com.eg/en/th-c12bee-1-5-2030300009708,Cooling,2026-06-09T14:21:59.795462+00:00,"{""uid"": ""MjMwOTkz""}"
hyperone,248999,2030300009197,Sharp Split Air Conditioner - 2.25HP - Cooling Only - Powerful Jet - Standard - White - AH-A18ZSE,36254.986801,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009197a.jpg,,,https://www.hyperone.com.eg/en/ah-a18zse-2-25-2030300009197,Cooling,2026-06-09T14:21:59.795491+00:00,"{""uid"": ""MjQ4OTk5""}"
hyperone,229388,2030300009432,Sharp Split Air Conditioner - 3HP - Cooling & Heating - Powerful Jet Mode - Standard - White - AY-A24ZSE,46595.003401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009432.jpg,,,https://www.hyperone.com.eg/en/ay-a24zse-3-2030300009432,Cooling & Heating,2026-06-09T14:21:59.795523+00:00,"{""uid"": ""MjI5Mzg4""}"
hyperone,229418,2030300009425,Sharp Split Air Conditioner - 3 HP - Cooling & Heating - Plasma Cluster technology - White - AY-AP24ZHE,48904.996801,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009425s.jpg,,,https://www.hyperone.com.eg/en/ay-ap24zhe-3-2030300009425,Cooling & Heating,2026-06-09T14:21:59.795555+00:00,"{""uid"": ""MjI5NDE4""}"
hyperone,229415,2030300009418,Tornado Split Air Conditioner - 3 HP - Cooling Only - Super Jet Function - White - TH-C24ZEE,40450.004401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300009418s.jpg,,,https://www.hyperone.com.eg/en/th-c24zee-3-2030300009418,Cooling,2026-06-09T14:21:59.795584+00:00,"{""uid"": ""MjI5NDE1""}"
hyperone,223281,2030300007117,Sharp Split Air Conditioner - Cooling Only - 1.5HP - Plasma Cluster Technology - White - AH-AP12ZHE,28274.998201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300007117.jpg,"ECO Mode :- The Air Conditioner will operate with lower power consumption than usual in this mode Plasmacluster ion ( High Density ) : Sharp’s unique Plasmacluster technology uses the actions of positive and negative ions to clean up bacteria and viruses inside rooms 4 Way auto swing : Louvers can move up and down, left and right automatically",,https://www.hyperone.com.eg/en/ah-ap12zhe-1-5-2030300007117,Cooling,2026-06-09T14:21:59.796564+00:00,"{""uid"": ""MjIzMjgx""}"
hyperone,211685,2030300007100,Sharp Split Air Conditioner - 1.5 HP - Cooling Only - Powerful Jet - Standard - White - AH-A12ZSE,25934.988601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300007100_3-.jpg,,,https://www.hyperone.com.eg/en/ah-a12zse-1-5-2030300007100,Cooling,2026-06-09T14:21:59.796612+00:00,"{""uid"": ""MjExNjg1""}"
hyperone,95469,2030300005939,Sharp Split Air Conditioner - 3 HP - Cooling & Heating - Inverter - Plasma Cluster Technology - Silver - AY-XP24UHE,58459.998001,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300005939.jpg,,,https://www.hyperone.com.eg/en/ay-xp24uhe-3-2030300005939,Cooling & Heating,2026-06-09T14:21:59.796647+00:00,"{""uid"": ""OTU0Njk=""}"
hyperone,95466,2030300005922,Sharp Split Air Conditioner - 3 HP - Cooling Only - Inverter - Plasma Cluster Technology - Silver - AH-XP24UHE,55320.004801,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300005922-.jpg,,,https://www.hyperone.com.eg/en/ahxp24uhe-3-2030300005922,Cooling,2026-06-09T14:21:59.796677+00:00,"{""uid"": ""OTU0NjY=""}"
hyperone,95460,2030300005908,Sharp Split Air Conditioner - 2.25 HP - Cooling & Heating - Inverter Technology - Red - AY-XP18YHER,56830.003201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300005908.jpg,"Self Clean Function With Plasmacluster 4 Way auto Swing : Louvers can move up and down, left and right automatically My Area Function AIOT feature to control the Air Conditioner via Wi-Fi through SHARP Air Control application Indoor Unit : Thailand Outdoor Unit : Egypt",,https://www.hyperone.com.eg/en/ayxp18yher-2-25-2030300005908,Cooling & Heating,2026-06-09T14:21:59.797017+00:00,"{""uid"": ""OTU0NjA=""}"
hyperone,95451,2030300005878,Sharp Split Air Conditioner - 2.25 HP- Cooling & Heating - Digital Plasmacluster Inverter - Silver - AY-XP18UHE,53400.005401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300005878.jpg,Inverter Technology : Advanced Technology Contribute To Reduce Costs and Energy Consumption By Switching the compressor Between High and Low Operation Modes Instead Of Switching It On and Off. Eco Mode :The air conditioner will operate with lower power consumption than usual in this mode with 2 steps by remote control. Plasmacluster Ion : Sharp’s unique Plasmacluster technology uses the actions of positive and negative ions to clean up bacteria and viruses inside rooms. Super jet function : The air conditioner works at maximum power to make the room cool rapidly. Gentle Cool Air : Delivers gentle cool air up through ceiling than down through the floor,,https://www.hyperone.com.eg/en/ayxp18uhe-2-25-2030300005878,Cooling & Heating,2026-06-09T14:21:59.798585+00:00,"{""uid"": ""OTU0NTE=""}"
hyperone,95448,2030300005861,Sharp Split Air Conditioner - 2.25 HP - Cooling Only - Inverter & Plasmacluster Technology - Silver - AH-XP18UHE,50094.997201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/a/y/ay-xp18uhe_-2030300005861.jpg,,,https://www.hyperone.com.eg/en/ahxp18uhe-2-25-2030300005861,Cooling,2026-06-09T14:21:59.798642+00:00,"{""uid"": ""OTU0NDg=""}"
hyperone,257804,2030300013255,Tornado Split Air Conditioner - 1.5HP - Cooling Only - Plasma Shield Technology - White - TH-H12BEE,24719.999401,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030300013255.jpg,,,https://www.hyperone.com.eg/en/th-h12bee-1-5-2030300013255,Cooling,2026-06-09T14:21:59.798677+00:00,"{""uid"": ""MjU3ODA0""}"
hyperone,254390,2030500013307,Samsung Galaxy A17 Mobile Phone - 8GB RAM - 256GB Storage Capacity - Dual SIM - Grey,12499.005601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030500013307_1.jpg,,,https://www.hyperone.com.eg/en/mobile-samsung-a17-8-256gb-mti-2030500013307,Mobile Phones & Tablets,2026-06-09T14:22:01.148794+00:00,"{""uid"": ""MjU0Mzkw""}"
hyperone,257141,Samsung Galaxy A07 Mobile Phone - Dual SIM,Samsung Galaxy A07 Mobile Phone - Dual SIM,9199.002001,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/8/8/8806097853732_1_.png,,,https://www.hyperone.com.eg/en/samsung-galaxy-a07-mobile-phone-dual-sim,Mobile Phones & Tablets,2026-06-09T14:22:01.148872+00:00,"{""uid"": ""MjU3MTQx""}"
hyperone,245198,2030500013314,Samsung Galaxy A17 Mobile Phone - 6GB RAM - 128GB Storage Capacity - Dual SIM - Black,9898.996201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030500013314.jpg,SIM Card : Dual SIM RAM: 6GB Storage Capacity: 128GB Size: 6.7 Inch,,https://www.hyperone.com.eg/en/mobile-samsung-a17-6-128gb-mti-2030500013314,Mobile Phones & Tablets,2026-06-09T14:22:01.150319+00:00,"{""uid"": ""MjQ1MTk4""}"
hyperone,247058,2030500013321,Samsung A17 Mobile Phone - 4GB RAM - 128GB Storage Capacity - Dual SIM - Gray,8898.999601,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030500013321.jpg,"Screen: 6.7"" Super AMOLED Operating System: Android 15 RAM: 4GB Storage: 128GB Type: Full HD+",,https://www.hyperone.com.eg/en/mobile-samsung-a17-4-128gb-mti-2030500013321,Mobile Phones & Tablets,2026-06-09T14:22:01.151556+00:00,"{""uid"": ""MjQ3MDU4""}"
hyperone,245408,2030500014359,Samsung Galaxy A07 Mobile Phone - 4GB RAM - 128GB Storage Capacity - Dual SIM - Black,6899.998201,EGP,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/2/0/2030500014359.jpg,"Display Type PLS LCD Size 6.7 inches OS Android Internal Memory 4GB/128GB Main Camera Dual 50 MP,2 MP Selfie camera Single 8 MP Sensors Fingerprint Battery Capacity Type 5000 mAh",,https://www.hyperone.com.eg/en/mobile-samsung-galaxy-a07-4-128gb-q-2030500014359,Mobile Phones & Tablets,2026-06-09T14:22:01.152269+00:00,"{""uid"": ""MjQ1NDA4""}"
